image,dilution_factor,tile_idx,model_name,model_label,architecture,foreground_pct
640x_2025-05-16_00-59-00_002,40,17,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,18,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,18,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2002716064453125
640x_2025-05-16_00-59-00_002,40,18,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.238037109375
640x_2025-05-16_00-59-00_002,40,18,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,18,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,19,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,19,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2002716064453125
640x_2025-05-16_00-59-00_002,40,19,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.3467559814453125
640x_2025-05-16_00-59-00_002,40,19,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,19,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,20,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,20,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2010345458984375
640x_2025-05-16_00-59-00_002,40,20,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.443267822265625
640x_2025-05-16_00-59-00_002,40,20,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,20,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,21,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,21,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
640x_2025-05-16_00-59-00_002,40,21,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.1922607421875
640x_2025-05-16_00-59-00_002,40,21,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,21,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,22,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,22,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.199127197265625
640x_2025-05-16_00-59-00_002,40,22,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.1979827880859375
640x_2025-05-16_00-59-00_002,40,22,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,22,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,23,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,23,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
640x_2025-05-16_00-59-00_002,40,23,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.1979827880859375
640x_2025-05-16_00-59-00_002,40,23,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,23,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,24,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,24,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.199127197265625
640x_2025-05-16_00-59-00_002,40,24,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.203704833984375
640x_2025-05-16_00-59-00_002,40,24,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,24,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,25,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,25,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1995086669921875
640x_2025-05-16_00-59-00_002,40,25,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2002716064453125
640x_2025-05-16_00-59-00_002,40,25,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,25,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,26,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,26,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1995086669921875
640x_2025-05-16_00-59-00_002,40,26,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2155303955078125
640x_2025-05-16_00-59-00_002,40,26,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,26,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,27,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,27,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.19989013671875
640x_2025-05-16_00-59-00_002,40,27,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2918243408203125
640x_2025-05-16_00-59-00_002,40,27,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,27,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,0,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,0,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.199127197265625
1280x_2025-05-16_00-59-00_002,80,0,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.217437744140625
1280x_2025-05-16_00-59-00_002,80,0,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,0,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,1,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,1,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.19989013671875
1280x_2025-05-16_00-59-00_002,80,1,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.206756591796875
1280x_2025-05-16_00-59-00_002,80,1,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,1,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,2,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,2,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.20294189453125
1280x_2025-05-16_00-59-00_002,80,2,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.23040771484375
1280x_2025-05-16_00-59-00_002,80,2,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,2,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,3,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,3,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2033233642578125
1280x_2025-05-16_00-59-00_002,80,3,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4169464111328125
1280x_2025-05-16_00-59-00_002,80,3,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,3,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,4,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,4,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.20599365234375
1280x_2025-05-16_00-59-00_002,80,4,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4665374755859375
1280x_2025-05-16_00-59-00_002,80,4,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,4,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,5,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,5,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2105712890625
1280x_2025-05-16_00-59-00_002,80,5,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4261016845703125
1280x_2025-05-16_00-59-00_002,80,5,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,5,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,6,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,6,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2254486083984375
1280x_2025-05-16_00-59-00_002,80,6,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.3997802734375
1280x_2025-05-16_00-59-00_002,80,6,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,6,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,7,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,7,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1987457275390625
1280x_2025-05-16_00-59-00_002,80,7,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.19989013671875
1280x_2025-05-16_00-59-00_002,80,7,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,7,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,8,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,8,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.200653076171875
1280x_2025-05-16_00-59-00_002,80,8,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2071380615234375
1280x_2025-05-16_00-59-00_002,80,8,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,8,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,9,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,9,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.20294189453125
1280x_2025-05-16_00-59-00_002,80,9,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2079010009765625
1280x_2025-05-16_00-59-00_002,80,9,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,9,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,10,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,10,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.200653076171875
1280x_2025-05-16_00-59-00_002,80,10,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.247955322265625
1280x_2025-05-16_00-59-00_002,80,10,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,10,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,11,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,11,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2079010009765625
1280x_2025-05-16_00-59-00_002,80,11,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.431060791015625
1280x_2025-05-16_00-59-00_002,80,11,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,11,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,12,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,12,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.201416015625
1280x_2025-05-16_00-59-00_002,80,12,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4711151123046875
1280x_2025-05-16_00-59-00_002,80,12,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,12,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,13,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,13,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2048492431640625
1280x_2025-05-16_00-59-00_002,80,13,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4238128662109375
1280x_2025-05-16_00-59-00_002,80,13,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,13,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,14,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,14,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
1280x_2025-05-16_00-59-00_002,80,14,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.19683837890625
1280x_2025-05-16_00-59-00_002,80,14,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,14,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,15,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,15,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
1280x_2025-05-16_00-59-00_002,80,15,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2002716064453125
1280x_2025-05-16_00-59-00_002,80,15,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,15,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,16,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,16,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.19989013671875
1280x_2025-05-16_00-59-00_002,80,16,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.203704833984375
1280x_2025-05-16_00-59-00_002,80,16,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,16,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,17,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,17,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1995086669921875
1280x_2025-05-16_00-59-00_002,80,17,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.203704833984375
1280x_2025-05-16_00-59-00_002,80,17,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,17,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,18,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,18,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.200653076171875
1280x_2025-05-16_00-59-00_002,80,18,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2498626708984375
1280x_2025-05-16_00-59-00_002,80,18,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,18,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,19,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,19,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2010345458984375
1280x_2025-05-16_00-59-00_002,80,19,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4047393798828125
1280x_2025-05-16_00-59-00_002,80,19,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,19,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,20,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,20,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.202178955078125
1280x_2025-05-16_00-59-00_002,80,20,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.45013427734375
1280x_2025-05-16_00-59-00_002,80,20,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,20,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,21,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,21,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
1280x_2025-05-16_00-59-00_002,80,21,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.19073486328125
1280x_2025-05-16_00-59-00_002,80,21,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,21,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,22,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,22,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
1280x_2025-05-16_00-59-00_002,80,22,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.194549560546875
1280x_2025-05-16_00-59-00_002,80,22,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,22,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,23,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,23,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
1280x_2025-05-16_00-59-00_002,80,23,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.199127197265625
1280x_2025-05-16_00-59-00_002,80,23,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,23,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,24,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,24,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.19989013671875
1280x_2025-05-16_00-59-00_002,80,24,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2105712890625
1280x_2025-05-16_00-59-00_002,80,24,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,24,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,25,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,25,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1995086669921875
1280x_2025-05-16_00-59-00_002,80,25,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.20294189453125
1280x_2025-05-16_00-59-00_002,80,25,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,25,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,26,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,26,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2002716064453125
1280x_2025-05-16_00-59-00_002,80,26,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2197265625
1280x_2025-05-16_00-59-00_002,80,26,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,26,attention_resunet,Attention ResUNet,attention_resunet,0.0
1280x_2025-05-16_00-59-00_002,80,27,unet_best,U-Net (best),unet,0.0
1280x_2025-05-16_00-59-00_002,80,27,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.202178955078125
1280x_2025-05-16_00-59-00_002,80,27,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.330352783203125
1280x_2025-05-16_00-59-00_002,80,27,resunet,ResUNet,resunet,0.0
1280x_2025-05-16_00-59-00_002,80,27,attention_resunet,Attention ResUNet,attention_resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,0,unet_best,U-Net (best),unet,0.0
80x_1_2025-05-22_14-48-00_003,80,0,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.279998779296875
80x_1_2025-05-22_14-48-00_003,80,0,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4245758056640625
80x_1_2025-05-22_14-48-00_003,80,0,resunet,ResUNet,resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,0,attention_resunet,Attention ResUNet,attention_resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,1,unet_best,U-Net (best),unet,0.0
80x_1_2025-05-22_14-48-00_003,80,1,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.32806396484375
80x_1_2025-05-22_14-48-00_003,80,1,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4161834716796875
80x_1_2025-05-22_14-48-00_003,80,1,resunet,ResUNet,resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,1,attention_resunet,Attention ResUNet,attention_resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,2,unet_best,U-Net (best),unet,0.0
80x_1_2025-05-22_14-48-00_003,80,2,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.3223419189453125
80x_1_2025-05-22_14-48-00_003,80,2,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.411224365234375
80x_1_2025-05-22_14-48-00_003,80,2,resunet,ResUNet,resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,2,attention_resunet,Attention ResUNet,attention_resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,3,unet_best,U-Net (best),unet,0.0
80x_1_2025-05-22_14-48-00_003,80,3,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.307464599609375
80x_1_2025-05-22_14-48-00_003,80,3,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4116058349609375
80x_1_2025-05-22_14-48-00_003,80,3,resunet,ResUNet,resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,3,attention_resunet,Attention ResUNet,attention_resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,4,unet_best,U-Net (best),unet,0.0
80x_1_2025-05-22_14-48-00_003,80,4,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.276947021484375
80x_1_2025-05-22_14-48-00_003,80,4,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.3936767578125
80x_1_2025-05-22_14-48-00_003,80,4,resunet,ResUNet,resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,4,attention_resunet,Attention ResUNet,attention_resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,5,unet_best,U-Net (best),unet,0.0
80x_1_2025-05-22_14-48-00_003,80,5,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2685546875
80x_1_2025-05-22_14-48-00_003,80,5,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.408935546875
80x_1_2025-05-22_14-48-00_003,80,5,resunet,ResUNet,resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,5,attention_resunet,Attention ResUNet,attention_resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,6,unet_best,U-Net (best),unet,0.0
80x_1_2025-05-22_14-48-00_003,80,6,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.292205810546875
80x_1_2025-05-22_14-48-00_003,80,6,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.395965576171875
80x_1_2025-05-22_14-48-00_003,80,6,resunet,ResUNet,resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,6,attention_resunet,Attention ResUNet,attention_resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,7,unet_best,U-Net (best),unet,0.0
80x_1_2025-05-22_14-48-00_003,80,7,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2773284912109375
80x_1_2025-05-22_14-48-00_003,80,7,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4169464111328125
80x_1_2025-05-22_14-48-00_003,80,7,resunet,ResUNet,resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,7,attention_resunet,Attention ResUNet,attention_resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,8,unet_best,U-Net (best),unet,0.0
80x_1_2025-05-22_14-48-00_003,80,8,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.27618408203125
80x_1_2025-05-22_14-48-00_003,80,8,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.40740966796875
80x_1_2025-05-22_14-48-00_003,80,8,resunet,ResUNet,resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,8,attention_resunet,Attention ResUNet,attention_resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,9,unet_best,U-Net (best),unet,0.0
80x_1_2025-05-22_14-48-00_003,80,9,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.30364990234375
80x_1_2025-05-22_14-48-00_003,80,9,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.38604736328125
80x_1_2025-05-22_14-48-00_003,80,9,resunet,ResUNet,resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,9,attention_resunet,Attention ResUNet,attention_resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,10,unet_best,U-Net (best),unet,0.0
80x_1_2025-05-22_14-48-00_003,80,10,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.29754638671875
80x_1_2025-05-22_14-48-00_003,80,10,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.402069091796875
80x_1_2025-05-22_14-48-00_003,80,10,resunet,ResUNet,resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,10,attention_resunet,Attention ResUNet,attention_resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,11,unet_best,U-Net (best),unet,0.0
80x_1_2025-05-22_14-48-00_003,80,11,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2712249755859375
80x_1_2025-05-22_14-48-00_003,80,11,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.40740966796875
80x_1_2025-05-22_14-48-00_003,80,11,resunet,ResUNet,resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,11,attention_resunet,Attention ResUNet,attention_resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,12,unet_best,U-Net (best),unet,0.0
80x_1_2025-05-22_14-48-00_003,80,12,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.249481201171875
80x_1_2025-05-22_14-48-00_003,80,12,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.3902435302734375
80x_1_2025-05-22_14-48-00_003,80,12,resunet,ResUNet,resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,12,attention_resunet,Attention ResUNet,attention_resunet,0.0
80x_1_2025-05-22_14-48-00_003,80,13,unet_best,U-Net (best),unet,0.0
80x_1_2025-05-22_14-48-00_003,80,13,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2475738525390625
