image,dilution,dilution_label,tile_idx,position_y,position_x,density_threshold_0.2,density_threshold_0.5,density_threshold_0.8,density_threshold_0.95,density_clahe_otsu_pred,density_clahe_otsu_orig
320x_2025-05-15_02-05-00.tif,320,320x,10,512,1536,0.23698044,0.082401276,0.0047683716,0.0,0.24782180786132812,0.149261474609375
320x_2025-05-15_02-05-00.tif,320,320x,11,512,2048,0.23220444,0.080200195,0.0042266846,0.0,0.25058746337890625,0.15395355224609375
320x_2025-05-15_02-05-00.tif,320,320x,12,512,2560,0.19675064,0.0692482,0.0027542114,0.0,0.23126220703125,0.1492462158203125
320x_2025-05-15_02-05-00.tif,320,320x,13,512,3072,0.1866188,0.066921234,0.0010910034,0.0,0.22703933715820312,0.15856170654296875
320x_2025-05-15_02-05-00.tif,320,320x,14,1024,0,0.2697792,0.117507935,0.019256592,1.5258789e-05,0.27147674560546875,0.20875167846679688
320x_2025-05-15_02-05-00.tif,320,320x,15,1024,512,0.21801376,0.09635544,0.019248962,7.6293945e-06,0.22555923461914062,0.1626434326171875
320x_2025-05-15_02-05-00.tif,320,320x,16,1024,1024,0.23119736,0.08729553,0.00756073,0.0,0.24852371215820312,0.157623291015625
320x_2025-05-15_02-05-00.tif,320,320x,17,1024,1536,0.20978546,0.07303238,0.0026817322,0.0,0.22274017333984375,0.14807510375976562
320x_2025-05-15_02-05-00.tif,320,320x,18,1024,2048,0.19257355,0.06412506,0.0019073486,0.0,0.2092132568359375,0.14792251586914062
320x_2025-05-15_02-05-00.tif,320,320x,19,1024,2560,0.16474152,0.052074432,0.00077056885,0.0,0.19829940795898438,0.13663864135742188
320x_2025-05-15_02-05-00.tif,320,320x,20,1024,3072,0.17864609,0.05965805,0.00090408325,0.0,0.22034835815429688,0.15682601928710938
320x_2025-05-15_02-05-00.tif,320,320x,21,1536,0,0.2788658,0.11132431,0.0141944885,0.0,0.28421783447265625,0.3185691833496094
320x_2025-05-15_02-05-00.tif,320,320x,22,1536,512,0.19805145,0.096588135,0.02815628,1.1444092e-05,0.191253662109375,0.17166900634765625
320x_2025-05-15_02-05-00.tif,320,320x,23,1536,1024,0.2215004,0.096241,0.016693115,0.0,0.2310791015625,0.17008209228515625
320x_2025-05-15_02-05-00.tif,320,320x,24,1536,1536,0.20655823,0.07720184,0.005214691,5.340576e-05,0.22800445556640625,0.1547393798828125
320x_2025-05-15_02-05-00.tif,320,320x,25,1536,2048,0.21710587,0.077438354,0.002506256,0.0,0.24109268188476562,0.16849136352539062
320x_2025-05-15_02-05-00.tif,320,320x,26,1536,2560,0.17886734,0.058879852,0.0009384155,0.0,0.19930648803710938,0.1523590087890625
320x_2025-05-15_02-05-00.tif,320,320x,27,1536,3072,0.20022583,0.06259918,0.00093078613,0.0,0.23844528198242188,0.17414474487304688
5120x_2025-05-16_00-59-00.tif,5120,5120x,0,0,0,0.018756866,0.0044517517,1.9073486e-05,0.0,0.03911590576171875,0.29407501220703125
5120x_2025-05-16_00-59-00.tif,5120,5120x,1,0,512,0.0157547,0.0045700073,0.0,0.0,0.030956268310546875,0.3969917297363281
5120x_2025-05-16_00-59-00.tif,5120,5120x,2,0,1024,0.011226654,0.0037155151,3.8146973e-06,0.0,0.0321044921875,0.4473304748535156
5120x_2025-05-16_00-59-00.tif,5120,5120x,3,0,1536,0.008419037,0.0031166077,3.8146973e-06,0.0,0.032726287841796875,0.3717536926269531
5120x_2025-05-16_00-59-00.tif,5120,5120x,4,0,2048,0.010959625,0.004005432,0.0,0.0,0.1071624755859375,0.3060035705566406
5120x_2025-05-16_00-59-00.tif,5120,5120x,5,0,2560,0.021446228,0.005718231,0.0,0.0,0.12630844116210938,0.43428802490234375
