architecture,n_filters,dropout,learning_rate,best_val_iou,model_name
attention_resunet,16,0.3,0.003,0.5403823852539062,attention_resunet_n_filters16_dropout0.3_learning_rate0.003
attention_resunet,16,0.3,0.005,0.5587914109230041,attention_resunet_n_filters16_dropout0.3_learning_rate0.005
attention_resunet,32,0.1,0.001,0.5992730021476745,attention_resunet_n_filters32_dropout0.1_learning_rate0.001
attention_resunet,32,0.1,0.003,0.6159440040588379,attention_resunet_n_filters32_dropout0.1_learning_rate0.003
attention_resunet,32,0.1,0.005,0.539465355873108,attention_resunet_n_filters32_dropout0.1_learning_rate0.005
attention_resunet,32,0.2,0.001,0.5644913077354431,attention_resunet_n_filters32_dropout0.2_learning_rate0.001
attention_resunet,32,0.2,0.003,0.529511570930481,attention_resunet_n_filters32_dropout0.2_learning_rate0.003
attention_resunet,32,0.2,0.005,0.5193655014038085,attention_resunet_n_filters32_dropout0.2_learning_rate0.005
attention_resunet,32,0.3,0.001,0.569309550523758,attention_resunet_n_filters32_dropout0.3_learning_rate0.001
attention_resunet,32,0.3,0.003,0.5311398863792419,attention_resunet_n_filters32_dropout0.3_learning_rate0.003
attention_resunet,32,0.3,0.005,0.4408549189567566,attention_resunet_n_filters32_dropout0.3_learning_rate0.005
attention_resunet,64,0.1,0.001,0.5875105440616608,attention_resunet_n_filters64_dropout0.1_learning_rate0.001
attention_resunet,64,0.1,0.003,0.6235325574874878,attention_resunet_n_filters64_dropout0.1_learning_rate0.003
attention_resunet,64,0.1,0.005,0.4366984128952026,attention_resunet_n_filters64_dropout0.1_learning_rate0.005
attention_resunet,64,0.2,0.001,0.5552041709423066,attention_resunet_n_filters64_dropout0.2_learning_rate0.001
attention_resunet,64,0.2,0.003,0.5342796981334687,attention_resunet_n_filters64_dropout0.2_learning_rate0.003
attention_resunet,64,0.2,0.005,0.5244735836982727,attention_resunet_n_filters64_dropout0.2_learning_rate0.005
attention_resunet,64,0.3,0.001,0.5688785314559937,attention_resunet_n_filters64_dropout0.3_learning_rate0.001
attention_resunet,64,0.3,0.003,0.5045319437980652,attention_resunet_n_filters64_dropout0.3_learning_rate0.003
attention_resunet,64,0.3,0.005,0.5453810095787048,attention_resunet_n_filters64_dropout0.3_learning_rate0.005
