image,dilution,dilution_label,tile_idx,position_y,position_x,density_threshold,density_clahe_otsu_pred,density_clahe_otsu_orig
640x_2025-05-16_00-59-00_002.tif,640,640x,15,1024,512,0.046215057,0.8327598571777344,0.9011077880859375
640x_2025-05-16_00-59-00_002.tif,640,640x,16,1024,1024,0.035736084,0.8718414306640625,0.9071693420410156
640x_2025-05-16_00-59-00_002.tif,640,640x,17,1024,1536,0.025856018,0.9133872985839844,0.9186553955078125
640x_2025-05-16_00-59-00_002.tif,640,640x,18,1024,2048,0.025707245,0.9123306274414062,0.8893890380859375
640x_2025-05-16_00-59-00_002.tif,640,640x,19,1024,2560,0.03100586,0.9139404296875,0.9104270935058594
640x_2025-05-16_00-59-00_002.tif,640,640x,20,1024,3072,0.050430298,0.8753242492675781,0.871795654296875
640x_2025-05-16_00-59-00_002.tif,640,640x,21,1536,0,0.0703125,0.751922607421875,0.86810302734375
640x_2025-05-16_00-59-00_002.tif,640,640x,22,1536,512,0.050460815,0.8058052062988281,0.8936920166015625
640x_2025-05-16_00-59-00_002.tif,640,640x,23,1536,1024,0.036128998,0.8488960266113281,0.9023208618164062
640x_2025-05-16_00-59-00_002.tif,640,640x,24,1536,1536,0.031772614,0.8942146301269531,0.9158706665039062
640x_2025-05-16_00-59-00_002.tif,640,640x,25,1536,2048,0.025585175,0.9142074584960938,0.8906173706054688
640x_2025-05-16_00-59-00_002.tif,640,640x,26,1536,2560,0.03848648,0.88873291015625,0.8900108337402344
640x_2025-05-16_00-59-00_002.tif,640,640x,27,1536,3072,0.05588913,0.8570365905761719,0.8718338012695312
80x_2_2025-05-22_14-48-00.tif,80,80x,0,0,0,0.62789917,0.4842643737792969,0.5382843017578125
80x_2_2025-05-22_14-48-00.tif,80,80x,1,0,512,0.6181526,0.4852333068847656,0.5491561889648438
80x_2_2025-05-22_14-48-00.tif,80,80x,2,0,1024,0.6026459,0.4841461181640625,0.54388427734375
80x_2_2025-05-22_14-48-00.tif,80,80x,3,0,1536,0.6037941,0.48616790771484375,0.5369186401367188
80x_2_2025-05-22_14-48-00.tif,80,80x,4,0,2048,0.58683395,0.49143218994140625,0.5495452880859375
80x_2_2025-05-22_14-48-00.tif,80,80x,5,0,2560,0.59129715,0.4947700500488281,0.5515632629394531
80x_2_2025-05-22_14-48-00.tif,80,80x,6,0,3072,0.5871086,0.49326324462890625,0.5415916442871094
80x_2_2025-05-22_14-48-00.tif,80,80x,7,512,0,0.60705185,0.4860115051269531,0.541168212890625
80x_2_2025-05-22_14-48-00.tif,80,80x,8,512,512,0.5645561,0.4915618896484375,0.5596046447753906
80x_2_2025-05-22_14-48-00.tif,80,80x,9,512,1024,0.5598068,0.4920158386230469,0.5533714294433594
80x_2_2025-05-22_14-48-00.tif,80,80x,10,512,1536,0.5509834,0.4948310852050781,0.5528755187988281
80x_2_2025-05-22_14-48-00.tif,80,80x,11,512,2048,0.5605774,0.4957847595214844,0.546478271484375
80x_2_2025-05-22_14-48-00.tif,80,80x,12,512,2560,0.5431061,0.4981727600097656,0.5563507080078125
80x_2_2025-05-22_14-48-00.tif,80,80x,13,512,3072,0.5321007,0.4998054504394531,0.5626335144042969
80x_2_2025-05-22_14-48-00.tif,80,80x,14,1024,0,0.5649338,0.4928131103515625,0.5555610656738281
80x_2_2025-05-22_14-48-00.tif,80,80x,15,1024,512,0.55841446,0.49340057373046875,0.5550422668457031
80x_2_2025-05-22_14-48-00.tif,80,80x,16,1024,1024,0.5173874,0.5002975463867188,0.5622749328613281
80x_2_2025-05-22_14-48-00.tif,80,80x,17,1024,1536,0.52305603,0.4974327087402344,0.5573921203613281
80x_2_2025-05-22_14-48-00.tif,80,80x,18,1024,2048,0.51436234,0.5008392333984375,0.5590667724609375
80x_2_2025-05-22_14-48-00.tif,80,80x,19,1024,2560,0.5354271,0.49970245361328125,0.5430641174316406
80x_2_2025-05-22_14-48-00.tif,80,80x,20,1024,3072,0.50541687,0.5017318725585938,0.558929443359375
80x_2_2025-05-22_14-48-00.tif,80,80x,21,1536,0,0.54712677,0.4962882995605469,0.5488014221191406
80x_2_2025-05-22_14-48-00.tif,80,80x,22,1536,512,0.53247833,0.4955902099609375,0.5534896850585938
80x_2_2025-05-22_14-48-00.tif,80,80x,23,1536,1024,0.5112915,0.4998016357421875,0.5572738647460938
80x_2_2025-05-22_14-48-00.tif,80,80x,24,1536,1536,0.49927902,0.5015983581542969,0.5554733276367188
80x_2_2025-05-22_14-48-00.tif,80,80x,25,1536,2048,0.50193405,0.49948883056640625,0.5483360290527344
80x_2_2025-05-22_14-48-00.tif,80,80x,26,1536,2560,0.48913193,0.50030517578125,0.5536537170410156
80x_2_2025-05-22_14-48-00.tif,80,80x,27,1536,3072,0.49741745,0.49983978271484375,0.5450553894042969
