image,dilution,dilution_label,tile_idx,position_y,position_x,density_threshold,density_clahe_otsu_pred,density_clahe_otsu_orig
640x_2025-05-16_00-59-00_002.tif,640,640x,7,512,0,0.07864761,0.7744522094726562,0.8721084594726562
640x_2025-05-16_00-59-00_002.tif,640,640x,8,512,512,0.059509277,0.8215141296386719,0.8876609802246094
640x_2025-05-16_00-59-00_002.tif,640,640x,9,512,1024,0.042907715,0.8707618713378906,0.9017677307128906
640x_2025-05-16_00-59-00_002.tif,640,640x,10,512,1536,0.04039383,0.8838996887207031,0.91888427734375
640x_2025-05-16_00-59-00_002.tif,640,640x,11,512,2048,0.034687042,0.9125938415527344,0.9177017211914062
640x_2025-05-16_00-59-00_002.tif,640,640x,12,512,2560,0.04102707,0.8971939086914062,0.8980178833007812
640x_2025-05-16_00-59-00_002.tif,640,640x,13,512,3072,0.0410347,0.879974365234375,0.8690605163574219
640x_2025-05-16_00-59-00_002.tif,640,640x,14,1024,0,0.07449341,0.7618293762207031,0.873138427734375
640x_2025-05-16_00-59-00_002.tif,640,640x,15,1024,512,0.046215057,0.8304252624511719,0.906524658203125
640x_2025-05-16_00-59-00_002.tif,640,640x,16,1024,1024,0.035736084,0.8678398132324219,0.9079551696777344
640x_2025-05-16_00-59-00_002.tif,640,640x,17,1024,1536,0.025856018,0.9119491577148438,0.9282379150390625
640x_2025-05-16_00-59-00_002.tif,640,640x,18,1024,2048,0.025707245,0.9076194763183594,0.916290283203125
640x_2025-05-16_00-59-00_002.tif,640,640x,19,1024,2560,0.03100586,0.9118537902832031,0.9241523742675781
640x_2025-05-16_00-59-00_002.tif,640,640x,20,1024,3072,0.050430298,0.8717117309570312,0.8766021728515625
640x_2025-05-16_00-59-00_002.tif,640,640x,21,1536,0,0.0703125,0.7453498840332031,0.8790512084960938
640x_2025-05-16_00-59-00_002.tif,640,640x,22,1536,512,0.050460815,0.7977409362792969,0.9023590087890625
640x_2025-05-16_00-59-00_002.tif,640,640x,23,1536,1024,0.036128998,0.8447837829589844,0.9116630554199219
640x_2025-05-16_00-59-00_002.tif,640,640x,24,1536,1536,0.031772614,0.8944511413574219,0.9259719848632812
640x_2025-05-16_00-59-00_002.tif,640,640x,25,1536,2048,0.025585175,0.9114723205566406,0.9210319519042969
640x_2025-05-16_00-59-00_002.tif,640,640x,26,1536,2560,0.03848648,0.8839797973632812,0.9059982299804688
640x_2025-05-16_00-59-00_002.tif,640,640x,27,1536,3072,0.05588913,0.8524513244628906,0.8780555725097656
80x_2_2025-05-22_14-48-00.tif,80,80x,0,0,0,0.62789917,0.4851951599121094,0.5453681945800781
80x_2_2025-05-22_14-48-00.tif,80,80x,1,0,512,0.6181526,0.48541259765625,0.5514717102050781
80x_2_2025-05-22_14-48-00.tif,80,80x,2,0,1024,0.6026459,0.48482513427734375,0.5461273193359375
80x_2_2025-05-22_14-48-00.tif,80,80x,3,0,1536,0.6037941,0.4870758056640625,0.54132080078125
80x_2_2025-05-22_14-48-00.tif,80,80x,4,0,2048,0.58683395,0.491668701171875,0.5490951538085938
80x_2_2025-05-22_14-48-00.tif,80,80x,5,0,2560,0.59129715,0.4954795837402344,0.5489959716796875
80x_2_2025-05-22_14-48-00.tif,80,80x,6,0,3072,0.5871086,0.4941558837890625,0.5452728271484375
80x_2_2025-05-22_14-48-00.tif,80,80x,7,512,0,0.60705185,0.4861869812011719,0.5427207946777344
80x_2_2025-05-22_14-48-00.tif,80,80x,8,512,512,0.5645561,0.4915962219238281,0.557861328125
80x_2_2025-05-22_14-48-00.tif,80,80x,9,512,1024,0.5598068,0.4922676086425781,0.5547294616699219
80x_2_2025-05-22_14-48-00.tif,80,80x,10,512,1536,0.5509834,0.49493408203125,0.553741455078125
80x_2_2025-05-22_14-48-00.tif,80,80x,11,512,2048,0.5605774,0.4965248107910156,0.5446929931640625
80x_2_2025-05-22_14-48-00.tif,80,80x,12,512,2560,0.5431061,0.4984550476074219,0.5563774108886719
80x_2_2025-05-22_14-48-00.tif,80,80x,13,512,3072,0.5321007,0.50018310546875,0.5635643005371094
80x_2_2025-05-22_14-48-00.tif,80,80x,14,1024,0,0.5649338,0.4928855895996094,0.5574874877929688
80x_2_2025-05-22_14-48-00.tif,80,80x,15,1024,512,0.55841446,0.49388885498046875,0.5540962219238281
80x_2_2025-05-22_14-48-00.tif,80,80x,16,1024,1024,0.5173874,0.5009880065917969,0.5639266967773438
80x_2_2025-05-22_14-48-00.tif,80,80x,17,1024,1536,0.52305603,0.4981231689453125,0.560302734375
80x_2_2025-05-22_14-48-00.tif,80,80x,18,1024,2048,0.51436234,0.5005760192871094,0.557830810546875
80x_2_2025-05-22_14-48-00.tif,80,80x,19,1024,2560,0.5354271,0.4996147155761719,0.5404052734375
80x_2_2025-05-22_14-48-00.tif,80,80x,20,1024,3072,0.50541687,0.49777984619140625,0.5575599670410156
80x_2_2025-05-22_14-48-00.tif,80,80x,21,1536,0,0.54712677,0.4964408874511719,0.5518684387207031
80x_2_2025-05-22_14-48-00.tif,80,80x,22,1536,512,0.53247833,0.4959297180175781,0.5531005859375
80x_2_2025-05-22_14-48-00.tif,80,80x,23,1536,1024,0.5112915,0.5000038146972656,0.5555763244628906
80x_2_2025-05-22_14-48-00.tif,80,80x,24,1536,1536,0.49927902,0.5018157958984375,0.5606155395507812
80x_2_2025-05-22_14-48-00.tif,80,80x,25,1536,2048,0.50193405,0.49921417236328125,0.55194091796875
80x_2_2025-05-22_14-48-00.tif,80,80x,26,1536,2560,0.48913193,0.5002593994140625,0.554107666015625
80x_2_2025-05-22_14-48-00.tif,80,80x,27,1536,3072,0.49741745,0.49977874755859375,0.5423851013183594
